"id","attrition_flag","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio"
7368,0,45,"F","High School","Less than $40K",6,1,2647,1288,0.765,4730,78,0.857,0.487
1209,1,49,"F","Uneducated","$40K - $60K",5,2,4167,0,0.581,7590,87,0.776,0
984,0,59,"F","Graduate","Less than $40K",5,3,4404,2272,0.809,15709,93,0.722,0.516
1838,0,49,"F","Uneducated","Less than $40K",3,4,2505,0,0.62,4109,61,0.743,0
5303,0,56,"M","Uneducated","$80K - $120K",6,1,9031,1535,0.69,1602,35,0.591,0.17
3844,0,43,"M","Unknown","$60K - $80K",3,1,6039,1759,0.479,4538,86,0.654,0.291
6215,0,48,"M","Unknown","$80K - $120K",5,1,16794,1527,0.912,4040,76,0.689,0.091
3324,0,29,"F","Uneducated","Less than $40K",5,4,2926,0,0.84,2775,74,1.114,0
7719,0,36,"M","High School","$40K - $60K",3,3,2686,1733,0.706,2057,53,0.71,0.645
3532,1,46,"F","Unknown","Less than $40K",1,0,2002,0,0.803,2423,39,0.857,0
8312,1,57,"F","High School","Unknown",1,4,8389,1960,0.384,1334,38,0.407,0.234
8035,0,47,"F","Graduate","Unknown",5,1,8332,0,0.92,5108,78,1,0
7307,0,46,"F","Graduate","Less than $40K",4,5,2799,2412,0.877,4634,91,0.75,0.862
7902,0,46,"M","Graduate","$60K - $80K",3,3,21839,960,0.566,5623,94,0.516,0.044
9999,1,44,"F","Graduate","$40K - $60K",2,3,4196,561,0.741,2558,38,0.652,0.134
8628,1,49,"M","Unknown","$80K - $120K",2,3,29865,2097,0.902,8636,74,0.947,0.07
2193,0,55,"F","College","Unknown",6,2,7613,0,0.68,4268,69,0.725,0
4569,0,46,"F","Graduate","Less than $40K",4,2,9863,686,0.581,3068,58,0.933,0.07
8328,0,49,"M","Uneducated","$120K +",2,3,18991,1208,0.727,7716,83,0.804,0.064
554,0,52,"F","Graduate","Less than $40K",3,1,5927,2320,0.544,1558,46,0.643,0.391
437,0,45,"M","Uneducated","$80K - $120K",3,4,7560,788,1.193,4296,68,0.7,0.104
2603,0,53,"M","Uneducated","$40K - $60K",6,3,3326,1442,0.711,1627,54,1.077,0.434
99,0,52,"M","High School","$120K +",5,3,31733,0,0.735,3723,53,0.767,0
998,0,58,"M","Graduate","Less than $40K",4,1,2774,0,0.721,1258,33,0.435,0
1723,0,54,"F","Graduate","Less than $40K",4,1,1906,1271,0.574,1343,37,0.682,0.667
9848,0,50,"M","College","$120K +",6,1,7084,0,0.889,3838,66,0.737,0
940,0,49,"M","High School","$80K - $120K",2,3,34516,2517,0.71,3990,65,1.031,0.073
2956,0,43,"F","Graduate","Less than $40K",3,1,4092,622,0.775,5001,88,0.492,0.152
4902,0,47,"F","High School","Unknown",6,4,1537,0,0.712,4234,75,0.786,0
6603,0,45,"M","Post-Graduate","$80K - $120K",3,3,20640,1603,0.532,1792,53,0.395,0.078
6447,0,33,"M","Unknown","$60K - $80K",6,3,6242,491,1.054,2187,59,0.405,0.079
1939,0,57,"F","Graduate","$40K - $60K",2,2,2791,1550,0.672,5440,83,0.66,0.555
6817,0,48,"F","Unknown","$40K - $60K",6,2,2545,1894,0.911,4660,68,0.789,0.744
173,0,42,"M","High School","$80K - $120K",3,1,6380,1238,0.903,4119,66,0.61,0.194
8272,1,40,"M","College","$80K - $120K",1,3,34516,0,0.927,1112,26,0.368,0
720,1,28,"F","Graduate","Less than $40K",4,2,1624,0,0.299,1897,35,0.25,0
6007,0,44,"M","Graduate","$80K - $120K",3,1,20485,0,0.751,3024,51,1.04,0
7444,0,34,"M","Uneducated","$60K - $80K",6,1,2033,1832,0.938,4110,74,0.947,0.901
5961,0,42,"M","Graduate","$60K - $80K",5,3,3741,0,0.959,4402,55,0.833,0
8745,0,63,"M","High School","$80K - $120K",4,2,6922,1704,0.278,1449,28,0.217,0.246
2246,0,55,"M","High School","$80K - $120K",3,2,18022,0,0.823,14485,106,0.738,0
4265,0,52,"F","College","Less than $40K",4,1,3433,2486,0.838,4831,78,0.529,0.724
5203,1,47,"M","Uneducated","$120K +",2,4,34516,0,0.521,1641,35,0.591,0
7805,0,26,"F","Graduate","Less than $40K",3,1,1486,0,0.734,4535,82,0.907,0
6134,1,42,"M","College","$60K - $80K",6,1,7340,0,0.65,838,24,0.412,0
9966,0,46,"M","Uneducated","$40K - $60K",3,2,9149,1566,0.971,1790,60,0.765,0.171
3203,1,45,"F","Graduate","Less than $40K",1,3,1748,1103,0.739,2335,41,0.708,0.631
1761,0,60,"F","Graduate","Less than $40K",4,1,2346,2150,0.666,4592,90,0.8,0.916
2899,1,55,"F","High School","$40K - $60K",2,4,4629,710,0.788,2877,49,0.581,0.153
3449,1,35,"M","Graduate","$80K - $120K",3,2,12643,0,0.393,787,21,0.167,0
5928,0,41,"M","Graduate","$40K - $60K",4,2,2334,1138,0.826,2155,48,0.714,0.488
8329,0,58,"M","Graduate","$60K - $80K",6,2,5967,2350,0.543,1426,29,0.812,0.394
255,0,48,"M","Unknown","$40K - $60K",4,4,5219,1081,0.568,3481,78,0.625,0.207
5840,0,47,"F","High School","$40K - $60K",4,3,3788,1540,0.566,1594,47,0.382,0.407
4432,0,46,"F","Graduate","Less than $40K",5,1,2470,1961,0.802,4519,78,0.733,0.794
2776,1,46,"M","Uneducated","$60K - $80K",6,2,3254,0,0.733,967,24,1.182,0
7175,0,39,"M","Uneducated","$40K - $60K",5,1,12078,1687,0.482,2384,52,1.167,0.14
1353,0,58,"M","Uneducated","$80K - $120K",1,3,5182,1459,0.72,7960,112,0.697,0.282
9763,0,42,"F","Graduate","Less than $40K",2,3,6250,1835,0.644,4042,60,0.714,0.294
274,0,41,"F","High School","Less than $40K",3,1,2137,996,0.625,4290,90,0.875,0.466
6615,0,54,"F","Graduate","$40K - $60K",2,1,10753,1845,0.689,7302,80,0.702,0.172
1242,0,50,"M","Uneducated","$80K - $120K",3,1,13306,2458,0.516,3556,68,0.581,0.185
2696,0,40,"M","Uneducated","$60K - $80K",2,3,24499,2517,0.777,7667,84,0.527,0.103
3753,0,54,"F","High School","Less than $40K",3,3,3784,2517,0.648,15199,96,0.684,0.665
3176,0,51,"M","Graduate","$80K - $120K",2,1,34516,761,0.716,7499,88,0.571,0.022
566,1,45,"F","Unknown","Less than $40K",3,2,3411,1472,0.585,2108,55,0.618,0.432
2771,0,48,"M","College","$40K - $60K",3,3,12159,1665,0.608,1426,34,0.545,0.137
1742,0,43,"F","College","Less than $40K",4,2,5702,2165,0.79,14970,120,0.935,0.38
9745,0,28,"M","Graduate","Less than $40K",5,1,2943,1789,1.271,2591,55,0.897,0.608
6400,1,36,"F","Uneducated","Less than $40K",3,3,2784,2378,0.525,2021,57,0.676,0.854
4410,0,58,"F","Uneducated","Less than $40K",6,1,11684,653,0.622,4900,61,0.743,0.056
160,0,47,"M","Unknown","$40K - $60K",3,6,5154,1407,0.666,1694,32,0.778,0.273
1380,1,45,"M","Graduate","$80K - $120K",1,3,8383,0,0.809,2600,44,0.517,0
8106,0,47,"F","High School","$40K - $60K",2,1,4074,1868,0.688,15005,118,0.761,0.459
5717,0,44,"F","Graduate","Less than $40K",5,3,1602,1044,0.781,5428,85,0.635,0.652
2,0,31,"F","Unknown","Unknown",4,3,34516,0,0.791,2183,60,1.069,0
4679,0,44,"F","Graduate","Less than $40K",3,2,9598,1092,0.6,2216,54,0.588,0.114
1035,1,49,"F","Graduate","Less than $40K",5,1,5456,951,0.737,1096,27,0.588,0.174
6619,0,44,"F","College","$40K - $60K",1,1,3183,2517,0.726,4017,63,0.853,0.791
2490,0,54,"M","Unknown","$60K - $80K",3,4,7477,1752,0.294,1543,34,0.172,0.234
6505,1,48,"M","Graduate","$60K - $80K",2,4,34516,0,0.763,691,15,0.5,0
8276,0,60,"M","High School","$40K - $60K",5,1,3281,837,1.859,1424,29,1.417,0.255
6992,0,47,"F","Uneducated","Less than $40K",3,1,2271,2154,1.13,4150,69,0.865,0.948
7030,0,54,"F","Unknown","Less than $40K",6,1,9376,1288,0.597,1562,33,0.5,0.137
8352,0,56,"F","Uneducated","Unknown",5,1,3334,1272,1.12,4284,73,0.587,0.382
9317,0,47,"M","Graduate","$40K - $60K",3,2,1626,0,0.783,4847,78,1.053,0
365,0,40,"F","High School","Less than $40K",3,1,2555,2117,1.049,1334,32,0.6,0.829
7594,0,33,"F","Doctorate","Unknown",4,3,5297,0,0.779,2655,62,0.55,0
4459,0,45,"F","Post-Graduate","Less than $40K",3,2,2911,1471,0.871,4450,62,0.771,0.505
5683,0,39,"M","Uneducated","$60K - $80K",4,3,9204,845,0.673,1820,58,0.611,0.092
2014,0,55,"M","Uneducated","$120K +",5,2,3088,1743,0.766,3906,68,0.659,0.564
4458,0,33,"F","Unknown","Unknown",6,1,2735,1769,1.465,3306,71,0.972,0.647
2357,1,54,"M","Post-Graduate","$80K - $120K",1,3,18512,1664,0.889,8019,57,0.583,0.09
5439,0,65,"F","High School","Less than $40K",3,2,2798,1806,0.765,1543,35,0.591,0.645
5768,0,61,"M","Graduate","$40K - $60K",3,3,3077,1646,0.456,1523,30,0.579,0.535
791,0,45,"F","Doctorate","Less than $40K",6,2,5553,1117,0.914,3744,52,0.793,0.201
6135,0,45,"M","Graduate","$40K - $60K",2,1,3735,2113,0.684,7059,82,0.577,0.566
2406,0,45,"M","Uneducated","$60K - $80K",3,2,5996,865,0.511,4542,77,0.481,0.144
127,0,46,"M","Graduate","$80K - $120K",5,1,3210,2081,0.615,3962,62,0.938,0.648
5755,0,46,"M","Graduate","Less than $40K",5,1,4213,997,0.668,1264,30,0.667,0.237
6455,0,48,"F","Graduate","Unknown",1,2,8074,2426,0.72,5372,93,0.788,0.3
4109,0,43,"F","Uneducated","Unknown",5,1,6931,1380,0.795,4437,64,0.882,0.199
7741,0,53,"M","Uneducated","$80K - $120K",2,3,2340,1612,0.696,8851,88,0.833,0.689
7058,0,42,"F","Unknown","Less than $40K",6,3,13719,1384,1.201,3774,63,0.658,0.101
6783,0,34,"F","Graduate","Less than $40K",4,3,15987,0,1.494,2327,65,0.806,0
7801,0,48,"F","Post-Graduate","Less than $40K",6,6,2646,1983,0.7,4727,83,0.804,0.749
9834,0,48,"M","Graduate","$80K - $120K",6,1,13551,1294,0.791,1388,37,1.056,0.095
2884,0,36,"F","Uneducated","Unknown",5,3,5393,2509,0.679,4769,102,0.729,0.465
4731,0,30,"F","Graduate","Less than $40K",3,2,7087,1060,0.709,1712,37,0.609,0.15
1775,0,53,"M","Uneducated","$40K - $60K",3,1,4426,1530,0.518,1231,34,0.214,0.346
6527,0,38,"F","Graduate","Less than $40K",4,3,1938,1175,0.85,4606,75,0.875,0.606
6893,0,48,"F","Graduate","Unknown",3,2,11164,859,0.915,4227,67,0.634,0.077
5157,0,54,"M","Graduate","$60K - $80K",4,3,6905,2303,0.712,1370,25,0.786,0.334
6889,0,36,"M","Doctorate","$40K - $60K",3,3,11558,0,0.545,2220,53,0.828,0
2901,0,38,"F","Doctorate","Less than $40K",6,3,1555,986,0.865,4686,75,0.667,0.634
2747,0,36,"F","Uneducated","Unknown",3,1,34516,907,0.572,2298,55,0.719,0.026
5356,0,37,"M","Graduate","$60K - $80K",4,2,6369,0,1.454,2675,47,1.136,0
8336,0,65,"F","Graduate","Less than $40K",5,3,4161,2491,0.41,1203,30,0.579,0.599
5028,0,60,"M","Graduate","$80K - $120K",6,2,11524,0,0.682,3598,72,0.532,0
5169,0,57,"F","Graduate","$40K - $60K",1,3,4262,2517,0.682,3943,75,0.744,0.591
1643,0,41,"F","High School","Less than $40K",4,2,8054,1023,0.75,3374,45,0.875,0.127
68,0,42,"F","High School","Unknown",1,3,2798,1049,0.89,5758,87,0.706,0.375
8773,1,36,"F","Graduate","Less than $40K",4,2,1666,813,0.813,2622,60,0.818,0.488
9421,0,42,"M","High School","$40K - $60K",3,3,4333,739,0.69,15903,100,0.754,0.171
9900,1,29,"M","Graduate","$60K - $80K",5,1,6500,2517,0.915,9451,79,0.646,0.387
7267,1,41,"F","High School","Less than $40K",4,3,2201,2104,0.648,2408,38,0.583,0.956
7410,0,58,"F","College","Less than $40K",4,2,3331,2251,1.044,5379,92,0.643,0.676
1718,1,52,"M","Doctorate","$80K - $120K",2,3,3022,895,0.95,2724,38,0.9,0.296
2616,0,52,"F","Graduate","Less than $40K",6,5,2814,2162,0.588,4271,88,0.833,0.768
4831,0,40,"F","Uneducated","Less than $40K",6,1,2040,1084,0.672,4751,80,0.818,0.531
8277,1,61,"F","High School","Less than $40K",1,3,4130,0,0.814,2418,57,0.781,0
4701,0,41,"M","Post-Graduate","$60K - $80K",4,2,2624,1319,0.768,4189,74,0.609,0.503
3558,0,43,"M","High School","$60K - $80K",5,3,2834,1720,0.62,4581,70,0.591,0.607
3190,0,61,"M","Post-Graduate","$60K - $80K",6,2,11236,576,0.637,4253,80,0.6,0.051
3044,1,50,"M","Graduate","$120K +",2,1,31782,0,1.056,4800,53,0.395,0
1640,0,37,"F","High School","Unknown",3,2,2346,1621,0.613,4287,79,0.717,0.691
560,0,51,"M","High School","$60K - $80K",3,3,2458,0,0.819,3377,54,0.929,0
4298,0,55,"M","Graduate","$80K - $120K",3,3,9959,1209,0.548,1584,28,0.273,0.121
5125,0,46,"M","High School","$60K - $80K",3,3,7116,693,0.759,4759,81,0.841,0.097
7142,0,34,"F","Graduate","Less than $40K",5,3,2263,1794,0.794,2154,37,0.542,0.793
9264,0,55,"M","High School","$120K +",6,3,3029,1505,0.56,2394,50,0.471,0.497
9004,0,49,"M","Unknown","$60K - $80K",4,1,2461,1586,1.676,1729,35,0.75,0.644
3772,1,44,"M","Graduate","$60K - $80K",5,3,14201,0,0.574,2223,47,0.679,0
894,0,59,"M","High School","$40K - $60K",1,2,15223,1729,0.863,14230,111,0.79,0.114
3474,0,44,"M","Unknown","$60K - $80K",3,1,2440,1501,0.744,4382,88,0.66,0.615
9624,1,41,"M","Uneducated","$80K - $120K",1,2,23250,0,0.564,2205,43,0.654,0
9680,0,51,"M","Doctorate","$80K - $120K",5,2,32096,0,0.766,2619,69,0.917,0
10002,0,52,"F","Graduate","Less than $40K",3,3,2548,1683,0.75,2055,54,0.636,0.661
3024,0,40,"F","Unknown","Less than $40K",3,1,5093,2376,0.822,2341,57,0.541,0.467
3490,0,47,"F","High School","Unknown",5,1,2264,0,0.67,4279,75,0.531,0
7812,0,52,"M","Unknown","$120K +",6,1,2717,1953,0.809,3974,70,0.556,0.719
5175,0,47,"M","Graduate","$80K - $120K",6,3,28904,1899,0.85,1334,35,0.4,0.066
2262,0,55,"F","High School","Less than $40K",4,2,2569,1403,0.886,1456,39,0.444,0.546
9450,0,26,"M","High School","$40K - $60K",5,2,2212,1670,0.777,2520,51,0.545,0.755
9891,0,65,"F","Post-Graduate","$40K - $60K",5,3,2155,0,1.423,1655,27,1.25,0
200,0,44,"F","Graduate","Less than $40K",6,2,6022,871,0.6,3745,74,0.423,0.145
3120,0,36,"F","Graduate","Unknown",5,2,10566,726,0.893,2156,64,1.207,0.069
7112,0,46,"M","Uneducated","$60K - $80K",1,3,13056,1890,0.713,14280,102,0.672,0.145
8918,0,57,"M","Post-Graduate","$120K +",4,1,26437,1472,0.742,1244,36,0.5,0.056
1805,0,50,"F","Unknown","Less than $40K",4,1,1488,755,0.783,4451,65,0.711,0.507
3503,0,39,"F","Graduate","Unknown",4,2,1438.3,997,1.867,2583,47,0.958,0.693
9033,0,48,"F","College","Less than $40K",4,1,2865,1523,0.605,4609,79,0.756,0.532
2090,1,38,"M","High School","$60K - $80K",1,2,26794,821,0.848,8788,58,0.933,0.031
7550,0,35,"M","Graduate","$60K - $80K",6,3,3991,1982,0.748,1661,35,0.944,0.497
7082,1,52,"M","High School","$120K +",5,3,34516,216,0.556,2395,47,0.306,0.006
10039,0,47,"M","Graduate","$60K - $80K",5,3,24033,612,0.635,3578,75,0.531,0.025
3639,1,54,"F","Post-Graduate","Less than $40K",4,3,1724,0,0.67,2725,47,0.424,0
8691,1,48,"F","Graduate","$40K - $60K",6,3,14899,0,0.381,1519,26,0.368,0
10120,0,43,"M","High School","$60K - $80K",5,2,2810,2384,0.859,4875,97,0.764,0.848
7383,0,55,"F","Graduate","Unknown",3,2,4861,1123,0.938,1556,40,0.538,0.231
9807,0,39,"F","College","Less than $40K",6,3,9476,0,0.605,1128,27,0.929,0
7065,0,37,"M","High School","$60K - $80K",4,1,2218,1266,0.709,1941,58,0.568,0.571
6414,0,53,"F","High School","Less than $40K",6,2,8693,796,0.864,4755,69,0.533,0.092
3910,0,43,"M","High School","$60K - $80K",3,2,2049,1530,1.344,4521,70,0.628,0.747
5871,0,30,"F","College","Less than $40K",4,2,4184,1254,0.549,14999,110,0.719,0.3
2236,0,57,"F","Graduate","Less than $40K",5,2,2436,680,1.19,1570,29,0.611,0.279
4948,0,47,"M","Unknown","$120K +",6,4,11354,0,1.007,3073,49,1.227,0
1774,1,42,"F","High School","Less than $40K",2,3,2145,0,0.577,2465,42,0.355,0
3226,0,53,"F","High School","Less than $40K",3,2,1688,0,0.641,4375,69,0.605,0
9786,0,48,"M","Graduate","$40K - $60K",3,1,3235,2517,1.091,1637,43,0.87,0.778
9815,1,57,"M","Graduate","$120K +",5,3,34516,219,0.482,1882,48,0.714,0.006
6484,0,45,"F","High School","Less than $40K",2,5,2948,968,0.946,7834,86,0.509,0.328
1139,0,48,"F","Post-Graduate","Less than $40K",3,3,2640,2133,1.008,4956,72,0.846,0.808
8866,0,42,"F","Uneducated","$40K - $60K",1,2,1622,0,0.709,4633,67,0.634,0
10051,0,60,"F","High School","Less than $40K",6,0,3466,973,0.652,4073,69,0.605,0.281
4506,0,45,"M","High School","$120K +",4,3,2701,1986,0.538,4767,76,0.854,0.735
8719,0,51,"M","Unknown","$60K - $80K",3,2,22224,979,1.255,3346,69,1.156,0.044
2662,0,48,"M","Unknown","$80K - $120K",5,3,5288,866,0.869,1777,42,0.75,0.164
5600,0,40,"M","Graduate","$120K +",3,1,20891,1213,0.717,14641,117,0.773,0.058
9667,0,47,"M","Unknown","$60K - $80K",4,5,10585,1749,0.655,18484,108,0.588,0.165
7257,0,49,"F","Graduate","Less than $40K",3,1,2228,1003,1.119,2104,44,0.467,0.45
3646,0,39,"M","High School","$80K - $120K",6,2,8208,0,1.568,3135,39,1.167,0
5164,0,41,"F","High School","Unknown",3,1,2416,1305,0.93,4163,73,0.698,0.54
2820,0,42,"F","High School","Less than $40K",2,2,3172,1160,0.588,4163,83,0.804,0.366
3124,0,39,"F","High School","Less than $40K",4,3,1438.3,855,0.662,4890,53,0.893,0.594
2821,0,41,"M","Graduate","$80K - $120K",6,3,9133,2140,0.649,4101,88,0.63,0.234
9289,0,45,"M","Doctorate","$80K - $120K",6,2,9086,1254,0.93,3906,81,0.8,0.138
248,0,43,"F","Graduate","Less than $40K",3,6,5438,2214,0.668,5029,75,0.562,0.407
1611,0,42,"F","Uneducated","Less than $40K",5,2,3131,849,0.992,3108,62,0.59,0.271
2311,0,27,"F","High School","Unknown",2,1,7469,0,0.688,16730,122,0.718,0
3110,0,46,"F","Graduate","Unknown",5,3,2586,1270,0.675,4481,77,0.925,0.491
1511,0,42,"F","Uneducated","Unknown",1,4,2875,1892,0.75,4577,81,0.688,0.658
527,0,45,"M","Uneducated","$60K - $80K",2,2,11121,1296,0.789,13814,81,1.025,0.117
5192,0,45,"F","College","$40K - $60K",3,2,15677,1227,0.76,3818,81,0.588,0.078
8536,0,61,"F","Graduate","$40K - $60K",4,3,1438.3,0,0.573,4518,81,0.723,0
72,0,56,"F","Uneducated","$40K - $60K",5,3,2402,1892,0.645,4610,76,0.81,0.788
2346,0,42,"F","High School","Less than $40K",5,3,1931,1297,1.037,4693,66,0.833,0.672
4999,0,45,"M","Graduate","Less than $40K",4,3,2009,1795,0.645,3172,55,0.719,0.893
8637,0,38,"M","High School","$80K - $120K",4,3,13363,1230,0.688,1815,33,0.435,0.092
6641,0,50,"F","Unknown","Less than $40K",2,4,2407,1102,0.736,4543,71,0.775,0.458
1950,0,53,"F","Graduate","Less than $40K",4,2,1520,0,0.566,4256,73,0.622,0
2194,1,53,"M","Post-Graduate","$60K - $80K",6,2,4573,2076,0.839,2720,46,0.484,0.454
4187,0,35,"M","Uneducated","Less than $40K",4,3,3131,629,0.749,1483,31,0.632,0.201
3580,0,44,"M","High School","$60K - $80K",3,3,1862,0,0.883,1226,34,0.789,0
51,0,53,"M","Graduate","$80K - $120K",3,3,2540,1859,0.768,4480,80,0.702,0.732
1408,1,44,"F","Graduate","$40K - $60K",3,4,4333,0,0.463,1558,40,0.538,0
101,0,29,"F","Uneducated","Less than $40K",1,2,3640,1419,0.749,13306,99,0.678,0.39
5141,1,55,"F","Uneducated","Less than $40K",3,4,3292,0,0.482,2222,54,0.636,0
1821,1,44,"F","Graduate","Less than $40K",3,2,1880,0,0.519,2469,34,0.417,0
7606,0,44,"F","Uneducated","Less than $40K",5,3,4307,0,0.745,1628,37,0.542,0
9983,0,46,"F","High School","Less than $40K",3,3,1438.3,981,0.663,1114,33,0.65,0.682
6150,1,50,"F","Unknown","$40K - $60K",3,3,2762,0,0.684,2571,44,0.419,0
3516,1,49,"M","Unknown","$80K - $120K",1,3,4384,0,0.684,1832,49,0.581,0
583,1,37,"M","Graduate","$60K - $80K",2,3,6407,478,1.022,9322,77,0.833,0.075
7167,1,49,"M","Unknown","$80K - $120K",2,3,29890,0,0.64,3315,47,0.382,0
9349,1,44,"F","Unknown","Less than $40K",3,2,1606,1578,0.85,2418,44,0.467,0.983
5688,1,59,"F","Uneducated","Less than $40K",5,5,1438.3,0,0.656,2146,44,0.63,0
5375,1,48,"F","Unknown","Unknown",3,3,4431,2517,0.499,2185,48,0.371,0.568
6910,0,49,"M","High School","$80K - $120K",4,3,34516,2386,0.698,3924,65,0.512,0.069
1564,0,48,"F","Uneducated","$40K - $60K",3,3,1593,0,0.718,4004,76,0.652,0
187,0,51,"F","Graduate","Less than $40K",3,2,2847,2082,0.787,3672,59,0.553,0.731
3854,0,36,"F","Post-Graduate","Less than $40K",5,2,8917,1091,1.152,3327,80,0.86,0.122
4804,0,41,"M","Graduate","$80K - $120K",5,1,21684,1748,0.715,1329,24,0.6,0.081
5214,0,50,"F","Doctorate","Less than $40K",4,1,3206,0,0.631,4731,82,0.822,0
479,0,49,"F","Graduate","$40K - $60K",3,3,2631,1699,0.668,4691,92,0.704,0.646
6681,0,34,"F","High School","Less than $40K",4,1,3046,2279,0.611,2330,69,0.643,0.748
3006,0,41,"M","Graduate","$60K - $80K",4,1,16443,1363,0.688,4252,64,0.684,0.083
6481,0,60,"F","Unknown","Less than $40K",2,3,4628,2327,0.611,4226,92,0.736,0.503
1754,0,37,"F","High School","Unknown",3,2,6730,1093,1.01,4814,89,0.854,0.162
4243,1,53,"M","Uneducated","$80K - $120K",1,3,4503,0,0.659,748,20,0.429,0
5281,1,41,"F","Unknown","Unknown",2,3,11538,0,0.507,1926,53,0.432,0
4356,0,47,"F","Doctorate","Less than $40K",4,3,2168,1485,0.546,3828,86,0.72,0.685
2763,0,40,"F","High School","Less than $40K",2,1,3961,1531,0.646,12631,100,0.852,0.387
10080,0,50,"F","Uneducated","Less than $40K",6,1,1837,665,0.844,4752,88,0.66,0.362
2693,0,49,"F","Post-Graduate","$40K - $60K",3,1,4568,0,0.979,1431,27,0.688,0
6241,0,50,"M","Graduate","$80K - $120K",3,1,11900,1796,0.651,14666,101,0.98,0.151
1142,0,43,"M","High School","$120K +",4,3,11099,0,0.89,3980,77,0.75,0
660,0,36,"M","College","$40K - $60K",1,1,23981,0,0.827,15236,120,0.875,0
7568,0,42,"F","Unknown","Less than $40K",5,3,1696,0,0.666,4397,70,0.628,0
9156,0,43,"M","Unknown","$60K - $80K",1,3,3755,1591,0.883,14402,110,0.803,0.424
285,0,34,"F","Uneducated","$40K - $60K",5,1,2799,1762,0.986,1817,39,0.56,0.63
1295,0,49,"M","Uneducated","$80K - $120K",2,3,15894,1293,0.693,14256,118,0.735,0.081
9226,0,44,"F","Uneducated","Less than $40K",4,1,4726,1551,0.544,3658,70,0.628,0.328
3733,0,50,"F","Graduate","Unknown",6,2,2611,1824,0.711,4232,80,0.633,0.699
2705,0,40,"F","Graduate","Unknown",5,2,1438.3,0,0.542,2258,59,0.788,0
2843,0,53,"F","Unknown","Unknown",3,4,2592,1364,0.679,4208,68,0.7,0.526
6786,0,48,"M","Uneducated","$80K - $120K",5,6,30948,2404,0.609,1511,35,0.207,0.078
6317,0,43,"F","College","$40K - $60K",5,1,5302,1136,0.817,4883,68,0.581,0.214
7240,0,45,"M","Uneducated","$120K +",6,2,3383,1458,0.678,4897,75,0.562,0.431
4504,0,41,"M","Unknown","$60K - $80K",4,1,5071,1043,0.667,3358,62,0.722,0.206
9448,0,46,"M","Graduate","$40K - $60K",4,3,2457,1051,0.982,3256,71,0.919,0.428
4917,1,36,"F","High School","Unknown",3,2,5956,2517,0.877,2828,46,0.484,0.423
9356,0,41,"F","Graduate","Less than $40K",5,1,7492,1399,0.533,3668,67,0.675,0.187
8228,0,58,"F","Graduate","Less than $40K",5,1,3173,1713,0.609,3797,75,0.786,0.54
8005,1,48,"F","Doctorate","Less than $40K",3,3,1644,500,0.784,2450,45,0.406,0.304
3882,1,33,"F","Graduate","Less than $40K",5,2,1457,0,0.677,2200,45,0.364,0
3750,0,51,"F","Graduate","$40K - $60K",4,2,16406,0,0.627,4075,75,0.63,0
1632,0,53,"M","Graduate","$60K - $80K",3,1,17721,596,0.694,14409,83,0.844,0.034
4531,0,41,"M","High School","$40K - $60K",4,2,4470,680,1.608,931,18,1.571,0.152
5170,1,38,"M","Graduate","$60K - $80K",5,2,8632,0,0.395,2221,40,0.739,0
5405,0,48,"M","College","$120K +",2,3,32777,0,0.665,4520,75,0.923,0
9328,1,41,"M","College","$80K - $120K",2,3,14682,2517,1.041,8193,72,0.846,0.171
9609,0,41,"F","Graduate","Less than $40K",3,2,3028,2270,0.804,4727,78,0.66,0.75
9296,0,44,"F","Uneducated","Less than $40K",5,4,9671,704,0.699,2955,66,0.941,0.073
6265,1,41,"M","High School","$120K +",2,2,34516,0,0.965,4734,57,0.541,0
2960,0,55,"M","Post-Graduate","$80K - $120K",6,1,6400,1979,0.696,4475,91,0.685,0.309
2137,0,56,"F","Graduate","Less than $40K",2,1,5158,1148,0.637,13113,128,0.882,0.223
8135,0,39,"M","Graduate","$60K - $80K",5,2,4761,1561,0.69,2045,53,1.65,0.328
1594,0,56,"M","College","$120K +",6,2,17539,2517,0.743,1220,30,0.765,0.144
1922,0,35,"M","Uneducated","$60K - $80K",6,3,21695,1257,0.793,2266,74,0.48,0.058
3267,0,36,"M","Uneducated","$40K - $60K",6,2,3645,2517,0.749,4142,74,0.644,0.691
1080,0,40,"M","Unknown","$80K - $120K",6,1,4042,1744,0.582,1471,37,0.542,0.431
7259,0,52,"F","High School","Unknown",3,2,23858,1179,0.671,3784,69,0.683,0.049
4205,0,46,"M","High School","$80K - $120K",4,3,19458,1435,0.787,1217,27,0.8,0.074
